STREET_TICKER,ASOF_DATE,CALL_TYPE,CASHFLOW_DATE,INTEREST,PRINCIPAL,CASHFLOW
,,,10/10/2023,,,"86,188,170.151"
BSV,2023-10-10,WORST,2023-10-16,38628.9390000000,95864.7870000000,134493.7260000000,
BSV,2023-10-10,WORST,2023-10-17,816.5080000000,0.0000000000,816.5080000000,
BSV,2023-10-10,WORST,2023-10-18,2274.6820000000,0.0000000000,2274.6820000000,
BSV,2023-10-10,WORST,2023-10-19,769.5200000000,0.0000000000,769.5200000000,
BSV,2023-10-10,WORST,2023-10-20,2893.5580000000,0.0000000000,2893.5580000000,
BSV,2023-10-10,WORST,2023-10-23,10230.3820000000,0.0000000000,10230.3820000000,
BSV,2023-10-10,WORST,2023-10-24,1826.8390000000,0.0000000000,1826.8390000000,
BSV,2023-10-10,WORST,2023-10-25,3284.6240000000,0.0000000000,3284.6240000000,
BSV,2023-10-10,WORST,2023-10-26,1868.4570000000,0.0000000000,1868.4570000000,
BSV,2023-10-10,WORST,2023-10-27,2929.0900000000,0.0000000000,2929.0900000000,
BSV,2023-10-10,WORST,2023-10-30,7203.6790000000,219.2810000000,7422.9600000000,
BSV,2023-10-10,WORST,2023-10-31,54421.2390000000,0.0000000000,54421.2390000000,
BSV,2023-10-10,WORST,2023-11-01,9997.9420000000,0.0000000000,9997.9420000000,
BSV,2023-10-10,WORST,2023-11-02,1804.6340000000,0.0000000000,1804.6340000000,
BSV,2023-10-10,WORST,2023-11-03,2158.9330000000,0.0000000000,2158.9330000000,
BSV,2023-10-10,WORST,2023-11-06,3372.2960000000,0.0000000000,3372.2960000000,
BSV,2023-10-10,WORST,2023-11-07,1435.8780000000,0.0000000000,1435.8780000000,
BSV,2023-10-10,WORST,2023-11-08,203.0820000000,0.0000000000,203.0820000000,
BSV,2023-10-10,WORST,2023-11-09,1162.0700000000,3661.9490000000,4824.0190000000,
BSV,2023-10-10,WORST,2023-11-10,3468.1710000000,0.0000000000,3468.1710000000,
BSV,2023-10-10,WORST,2023-11-13,3649.8970000000,0.0000000000,3649.8970000000,
BSV,2023-10-10,WORST,2023-11-14,962.5770000000,0.0000000000,962.5770000000,
BSV,2023-10-10,WORST,2023-11-15,76010.3070000000,2087.9540000000,78098.2610000000,
BSV,2023-10-10,WORST,2023-11-16,2292.0310000000,0.0000000000,2292.0310000000,
BSV,2023-10-10,WORST,2023-11-17,1498.0330000000,0.0000000000,1498.0330000000,
BSV,2023-10-10,WORST,2023-11-20,10325.5360000000,0.0000000000,10325.5360000000,
BSV,2023-10-10,WORST,2023-11-21,3023.5470000000,0.0000000000,3023.5470000000,
BSV,2023-10-10,WORST,2023-11-22,2466.6290000000,0.0000000000,2466.6290000000,
BSV,2023-10-10,WORST,2023-11-24,2599.4430000000,0.0000000000,2599.4430000000,
BSV,2023-10-10,WORST,2023-11-27,4277.8690000000,0.0000000000,4277.8690000000,
BSV,2023-10-10,WORST,2023-11-28,1453.6210000000,0.0000000000,1453.6210000000,
BSV,2023-10-10,WORST,2023-11-29,762.0580000000,0.0000000000,762.0580000000,
BSV,2023-10-10,WORST,2023-11-30,62398.4550000000,0.0000000000,62398.4550000000,
