STREET_TICKER,ASOF_DATE,CALL_TYPE,CASHFLOW_DATE,INTEREST,PRINCIPAL,CASHFLOW
,,,10/10/2023,,,"66,671,452.605"
VMBS,2023-10-10,WORST,2023-10-16,0.0000000000,197479.5310000000,197479.5310000000,
VMBS,2023-10-10,WORST,2023-10-31,699.1020000000,0.0000000000,699.1020000000,
VMBS,2023-10-10,WORST,2023-11-15,6616.6600000000,18825.2550000000,25441.9140000000,
VMBS,2023-10-10,WORST,2023-11-20,33280.2320000000,74449.3070000000,107729.5340000000,
VMBS,2023-10-10,WORST,2023-11-25,95476.3270000000,178123.3380000000,273599.6500000000,
VMBS,2023-10-10,WORST,2023-12-15,6182.9720000000,17996.2980000000,24179.2690000000,
VMBS,2023-10-10,WORST,2023-12-20,33058.3820000000,68826.2780000000,101884.6570000000,
VMBS,2023-10-10,WORST,2023-12-25,95020.4420000000,173719.5680000000,268740.0150000000,
VMBS,2023-10-10,WORST,2024-01-15,6129.8220000000,17306.0300000000,23435.8500000000,
VMBS,2023-10-10,WORST,2024-01-20,32855.1100000000,64049.6190000000,96904.7330000000,
VMBS,2023-10-10,WORST,2024-01-25,94578.6540000000,169692.8800000000,264271.5280000000,
VMBS,2023-10-10,WORST,2024-02-15,6078.8820000000,16589.6590000000,22668.5410000000,
VMBS,2023-10-10,WORST,2024-02-20,32666.3140000000,59937.6030000000,92603.9190000000,
VMBS,2023-10-10,WORST,2024-02-25,94149.3370000000,165159.6740000000,259309.0110000000,
VMBS,2023-10-10,WORST,2024-03-15,6030.1720000000,16574.4410000000,22604.6130000000,
VMBS,2023-10-10,WORST,2024-03-20,32489.2610000000,60604.5590000000,93093.8230000000,
VMBS,2023-10-10,WORST,2024-03-25,93731.9130000000,166652.4050000000,260384.3350000000,
VMBS,2023-10-10,WORST,2024-04-15,5981.5220000000,17454.7350000000,23436.2570000000,
VMBS,2023-10-10,WORST,2024-04-20,32309.3160000000,64074.1610000000,96383.4790000000,
VMBS,2023-10-10,WORST,2024-04-25,93308.6920000000,176677.1670000000,269985.8590000000,
