STREET_TICKER,ASOF_DATE,CALL_TYPE,CASHFLOW_DATE,INTEREST,PRINCIPAL,CASHFLOW
,,,10/10/2023,,,"66,757,280.903"
VTEB,2023-10-10,WORST,2023-10-16,18083.0030000000,5764170.7510000000,5782253.7540000000,
VTEB,2023-10-10,WORST,2023-10-30,1467.2040000000,108562.6670000000,110029.8710000000,
VTEB,2023-10-10,WORST,2023-11-01,102502.1330000000,40660.1240000000,143162.2570000000,
VTEB,2023-10-10,WORST,2023-11-04,20.1130000000,856.8640000000,876.9770000000,
VTEB,2023-10-10,WORST,2023-11-07,25.5920000000,6397.9200000000,6423.5120000000,
VTEB,2023-10-10,WORST,2023-11-09,682.9450000000,118704.2680000000,119387.2120000000,
VTEB,2023-10-10,WORST,2023-11-15,77068.8470000000,92794.3230000000,169863.1700000000,
VTEB,2023-10-10,WORST,2023-11-21,3.5780000000,179.5330000000,183.1120000000,
VTEB,2023-10-10,WORST,2023-12-01,91943.9770000000,123306.8530000000,215250.8300000000,
VTEB,2023-10-10,WORST,2023-12-06,39.6700000000,8160.6120000000,8200.2820000000,
VTEB,2023-10-10,WORST,2023-12-13,270.6580000000,21111.5040000000,21382.1630000000,
VTEB,2023-10-10,WORST,2023-12-15,64498.4940000000,29835.1990000000,94333.6930000000,
VTEB,2023-10-10,WORST,2023-12-26,70.5170000000,5026.9370000000,5097.4540000000,
VTEB,2023-10-10,WORST,2024-01-01,360.7500000000,0.0000000000,360.7500000000,
VTEB,2023-10-10,WORST,2024-01-02,166137.7890000000,195936.3030000000,362074.0920000000,
VTEB,2023-10-10,WORST,2024-01-16,25831.2620000000,74971.5460000000,100802.8080000000,
VTEB,2023-10-10,WORST,2024-02-01,107263.9160000000,85686.4300000000,192950.3460000000,
VTEB,2023-10-10,WORST,2024-02-15,54415.5850000000,145952.5520000000,200368.1370000000,
VTEB,2023-10-10,WORST,2024-02-23,240.5750000000,0.0000000000,240.5750000000,
VTEB,2023-10-10,WORST,2024-02-29,228.4970000000,0.0000000000,228.4970000000,
VTEB,2023-10-10,WORST,2024-03-01,62982.1290000000,118549.2160000000,181531.3450000000,
VTEB,2023-10-10,WORST,2024-03-15,65076.0010000000,209025.9250000000,274101.9260000000,
VTEB,2023-10-10,WORST,2024-04-01,94410.5470000000,133164.8730000000,227575.4190000000,
VTEB,2023-10-10,WORST,2024-04-15,18431.4760000000,2211.5260000000,20643.0020000000,
