STREET_TICKER,ASOF_DATE,CALL_TYPE,CASHFLOW_DATE,INTEREST,PRINCIPAL,CASHFLOW
,,,10/11/2023,,,"88,278,260.064"
VCSH,2023-10-11,WORST,2023-10-17,55184.8110000000,165150.0160000000,220334.8270000000,
VCSH,2023-10-11,WORST,2023-10-18,5446.7340000000,0.0000000000,5446.7340000000,
VCSH,2023-10-11,WORST,2023-10-19,3988.7150000000,0.0000000000,3988.7150000000,
VCSH,2023-10-11,WORST,2023-10-20,5302.5480000000,0.0000000000,5302.5480000000,
VCSH,2023-10-11,WORST,2023-10-23,24555.3000000000,0.0000000000,24555.3000000000,
VCSH,2023-10-11,WORST,2023-10-24,3729.0850000000,0.0000000000,3729.0850000000,
VCSH,2023-10-11,WORST,2023-10-25,10009.5970000000,0.0000000000,10009.5970000000,
VCSH,2023-10-11,WORST,2023-10-26,6015.8080000000,0.0000000000,6015.8080000000,
VCSH,2023-10-11,WORST,2023-10-27,7951.2670000000,0.0000000000,7951.2670000000,
VCSH,2023-10-11,WORST,2023-10-30,19511.9160000000,401.8350000000,19913.7520000000,
VCSH,2023-10-11,WORST,2023-10-31,579.9420000000,0.0000000000,579.9420000000,
VCSH,2023-10-11,WORST,2023-11-01,37381.1460000000,0.0000000000,37381.1460000000,
VCSH,2023-10-11,WORST,2023-11-02,4778.0100000000,0.0000000000,4778.0100000000,
VCSH,2023-10-11,WORST,2023-11-03,11966.1260000000,0.0000000000,11966.1260000000,
VCSH,2023-10-11,WORST,2023-11-06,11535.7940000000,0.0000000000,11535.7940000000,
VCSH,2023-10-11,WORST,2023-11-07,4190.5720000000,0.0000000000,4190.5720000000,
VCSH,2023-10-11,WORST,2023-11-08,1556.6930000000,0.0000000000,1556.6930000000,
VCSH,2023-10-11,WORST,2023-11-09,4795.2030000000,0.0000000000,4795.2030000000,
VCSH,2023-10-11,WORST,2023-11-10,9810.4950000000,4608.6150000000,14419.1100000000,
VCSH,2023-10-11,WORST,2023-11-13,13770.5600000000,0.0000000000,13770.5600000000,
VCSH,2023-10-11,WORST,2023-11-14,4335.1070000000,0.0000000000,4335.1070000000,
VCSH,2023-10-11,WORST,2023-11-15,57066.1520000000,0.0000000000,57066.1520000000,
VCSH,2023-10-11,WORST,2023-11-16,8729.2300000000,0.0000000000,8729.2300000000,
VCSH,2023-10-11,WORST,2023-11-17,5839.5320000000,0.0000000000,5839.5320000000,
VCSH,2023-10-11,WORST,2023-11-20,24827.3550000000,0.0000000000,24827.3550000000,
VCSH,2023-10-11,WORST,2023-11-21,8054.0880000000,0.0000000000,8054.0880000000,
VCSH,2023-10-11,WORST,2023-11-22,8581.1070000000,0.0000000000,8581.1070000000,
VCSH,2023-10-11,WORST,2023-11-24,6885.4100000000,0.0000000000,6885.4100000000,
VCSH,2023-10-11,WORST,2023-11-27,7867.0440000000,0.0000000000,7867.0440000000,
VCSH,2023-10-11,WORST,2023-11-28,3384.8180000000,0.0000000000,3384.8180000000,
VCSH,2023-10-11,WORST,2023-11-29,2084.8060000000,0.0000000000,2084.8060000000,
VCSH,2023-10-11,WORST,2023-11-30,4001.7650000000,0.0000000000,4001.7650000000,
VCSH,2023-10-11,WORST,2023-12-01,51465.7460000000,32461.3380000000,83927.0840000000,
VCSH,2023-10-11,WORST,2023-12-04,9237.3280000000,0.0000000000,9237.3280000000,
VCSH,2023-10-11,WORST,2023-12-05,4713.2920000000,0.0000000000,4713.2920000000,
VCSH,2023-10-11,WORST,2023-12-06,9066.3210000000,0.0000000000,9066.3210000000,
VCSH,2023-10-11,WORST,2023-12-07,1420.3250000000,0.0000000000,1420.3250000000,
VCSH,2023-10-11,WORST,2023-12-08,6249.1900000000,0.0000000000,6249.1900000000,
